rank,videoId,title,channelTitle,publishedAt,region,type,recordDate,url,viewCount,likeCount,commentCount,hashtags,durationSeconds
19,hcM-EnDI3O8,القطه مياو رمت بسبوس من الطياره... #cat  #animation  #ai  #funny  #funnyvideo,Meowverse,2025-09-11T11:47:36Z,ID,videos,2025-09-17,https://www.youtube.com/watch?v=hcM-EnDI3O8,6194975,89832,470,"#cat,#animation,#ai,#funny,#funnyvideo",56
20,EMVzz-k4oV0,AI Monkey vs Electric Hair Dryer #shorts,CrazyVers,2025-09-12T12:36:25Z,ID,videos,2025-09-17,https://www.youtube.com/watch?v=EMVzz-k4oV0,5715138,35902,9,"#ai,#shorts,#funnymonkey,#bathroomdisaster,#viral",37
1,RM9-6FfZdgg,Shocking! The poor kitten has the Transformer !#shorts  #cat  #ai  #story  #kitten #autobots,kitten Storys,2025-09-14T06:15:03Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=RM9-6FfZdgg,51418168,300094,106,,17
2,Kgnjwlgf32U,Indian Army officer Saved the Plane Passengers By Throwing the Unclaimed Bag#ai #army,kahani Buzz,2025-09-12T13:30:31Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=Kgnjwlgf32U,36949900,691477,736,"#ai,#army",32
3,9Ixo2EgTlRE,The soldier saved passengers from aeroplane mid-air crisis! #ai #army #ytshorts,ETC BackLol Facts,2025-09-12T13:30:09Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=9Ixo2EgTlRE,33010899,0,149,"#ai,#army,#ytshorts",20
4,DPq_GzN9hWU,बिल्लू का मिक्सी में बना जूस 🙀#catsoftiktok​ #cat​ #cute​ #aiart​ #ai​ #poorcat​ #catlover​ #fyp,Ankit 👑,2025-09-11T03:45:00Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=DPq_GzN9hWU,26039903,0,51,"#catsoftiktok,#cat,#cute,#aiart,#ai,#poorcat,#catlover,#fyp,#top,#1million,#reels,#tiktok,#funny,#1m,#trend,#instagram,#shorts,#kitten,#wtf,#viral,#4,#relax,#spiderman,#philippines,#myanmar,#india,#mexico,#unitedstates,#cheating,#aicat,#cutecat,#4k,#catvelpictures,#cats,#catvel,#marvel",28
5,43mAAq1ErIY,"POV: You're fishing with your friends and a shark attacks one of them, he almost lost his life #ai",TREASURES OF THE OCEAN,2025-09-10T14:07:33Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=43mAAq1ErIY,16925694,42294,180,#ai,11
6,IO01m122p1o,She Love's The Touch ❤️ pt2 #viral #shorts #ai #aisareedivas,AI Saree Divas,2025-09-10T13:57:11Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=IO01m122p1o,15031647,42930,138,"#viral,#shorts,#ai,#aisareedivas",6
7,nrhrkDHdX9E,so cute HAHA ©️to the owner#ccto #eunwoo #ai  #youtube #youtubeshorts #trending #fypシ゚viral #astro,Eunwoocheee Fan 💫,2025-09-10T11:06:49Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=nrhrkDHdX9E,9092577,90320,1619,"#ccto,#eunwoo,#ai,#youtube,#youtubeshorts,#trending,#fyp,#astro",6
8,8-v2UNQWqhU,The soldier saved pilot from airplane disaster in air! #ai #army #ytshorts,ETC BackLol Facts,2025-09-13T13:30:09Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=8-v2UNQWqhU,8449799,0,24,"#ai,#army,#ytshorts",21
9,99nepSPkgfo,Phần 166: Capy và đám bạn nhảy hồ bơi #thientruongdaily #funny #ai #capybara,THIÊN TRƯỜNG DAILY,2025-09-11T10:33:38Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=99nepSPkgfo,7765613,24679,114,"#thientruongdaily,#funny,#ai,#capybara",8
10,Av45KO6wW4o,Real life Vs AI. Part 21,Jiemba Sands,2025-09-12T13:00:31Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=Av45KO6wW4o,7626841,187596,470,"#ai,#vs,#reallife",20
11,SLjMh8r9SMo,Husky Puppy's Clever Call for Help! 🐶👀 Mom Saved!...#ai #rescue #wildlife #animals,Catoo Mission,2025-09-10T17:27:16Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=SLjMh8r9SMo,6960510,15062,13,"#ai,#rescue,#wildlife,#animals",8
12,v5hIeXLZims,😢RUMI was rescued by Mira and Zoey after the incident. #ai #kpop #funny #shorst #kpopdemonhunters,CuteVibes ,2025-09-11T19:00:53Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=v5hIeXLZims,6921826,42146,15,"#ai,#kpop,#funny,#shorst,#kpopdemonhunters",20
13,U-WOsIR07Gs,The poor kitten and the Transformer Bumblebee save goldfish!#shorts #ai #cat#funny#cartoon#animation,kitten Storys,2025-09-11T07:30:13Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=U-WOsIR07Gs,6892188,41008,15,,13
14,wWxFQtQ6cZw,चिंटू ने पापा का कोल्डड्रिंक चुराया 🥵 | #viral #facts #shortvideo #ai,SHORTCUT RIXX,2025-09-12T13:12:44Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=wWxFQtQ6cZw,6693617,24767,1,"#viral,#facts,#shortvideo,#ai",8
15,Bl64UYjozwk,Indian IAS Officer Exposes Dowry Demand in a Wedding 💪❤️ #ai #ias #shorts,Genius Feed,2025-09-10T12:12:12Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=Bl64UYjozwk,6590408,0,52,"#ai,#ias,#shorts",54
16,CzLYvJPkF-Q,Indian woman soldier saved all the passengers in the plane 😭 #ai #army #airplane #save,ai short time ,2025-09-12T13:31:25Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=CzLYvJPkF-Q,6396854,63372,34,"#ai,#army,#airplane,#save",23
17,hcM-EnDI3O8,القطه مياو رمت بسبوس من الطياره... #cat  #animation  #ai  #funny  #funnyvideo,Meowverse,2025-09-11T11:47:36Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=hcM-EnDI3O8,6194975,89832,470,"#cat,#animation,#ai,#funny,#funnyvideo",56
18,EMVzz-k4oV0,AI Monkey vs Electric Hair Dryer #shorts,CrazyVers,2025-09-12T12:36:25Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=EMVzz-k4oV0,5717262,35902,9,"#ai,#shorts,#funnymonkey,#bathroomdisaster,#viral",37
19,bxxtFn8wegs,Trending Instagram Viral Photo Editing | Google Gemini Viral Photo Editing | Ai photo Editing #ai​​,Manisha Editing 4u,2025-09-12T08:30:31Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=bxxtFn8wegs,5375784,54406,1815,"#ai,#aiphotoediting,#miniature,#miniaturemotorcycle,#miniaturecor,#chatgpt,#gemini,#photoediting,#viralphotoediting,#viralphotographyshorts,#howtoeditphotoinmobile,#howtoeditphotos,#aiart,#aiediting,#tutorial,#youtubeshorts,#youtubetutorial,#latest2025,#apnatech21,#tech,#tips,#bananaai,#geminiaiphoto,#photomagic,#aicreations,#shortsai,#dailyshorts,#techshorts,#newupdate,#aitransformation",50
20,6WCuBENCt4Y,திருமண நிலைமை #90skids #90sweddingstatusvideo #tamil #aivideo #ai #aibaby #babytalk #viralaivideos,  🌈 #90sKids nostalgia,2025-09-11T02:46:18Z,ID,shorts,2025-09-17,https://www.youtube.com/watch?v=6WCuBENCt4Y,4741716,32447,63,"#90skids,#90sweddingstatusvideo,#tamil,#aivideo,#ai,#aibaby,#babytalk,#viralaivideos",9
1,U0FWS4Jrcbs,"Female cat making indian rice,turns out be a fatal game#ai #cat #funny #india #animation #catsnake",Mystery cat ,2025-09-10T15:27:37Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=U0FWS4Jrcbs,96079555,953840,1300,"#ai,#cat,#funny,#india,#animation,#catsnake",65
2,_0NKbP6rl_Y,carelessness during meat chopping turn into life time sorrow #ai #cat #funny #animation #india,Mystery cat ,2025-09-11T16:07:52Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=_0NKbP6rl_Y,81013611,915445,1406,"#ai,#cat,#funny,#animation,#india",63
3,RM9-6FfZdgg,Shocking! The poor kitten has the Transformer !#shorts  #cat  #ai  #story  #kitten #autobots,kitten Storys,2025-09-14T06:15:03Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=RM9-6FfZdgg,51418168,300102,106,,17
4,Kgnjwlgf32U,Indian Army officer Saved the Plane Passengers By Throwing the Unclaimed Bag#ai #army,kahani Buzz,2025-09-12T13:30:31Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=Kgnjwlgf32U,36949900,691477,736,"#ai,#army",32
5,9Ixo2EgTlRE,The soldier saved passengers from aeroplane mid-air crisis! #ai #army #ytshorts,ETC BackLol Facts,2025-09-12T13:30:09Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=9Ixo2EgTlRE,33010899,0,149,"#ai,#army,#ytshorts",20
6,DPq_GzN9hWU,बिल्लू का मिक्सी में बना जूस 🙀#catsoftiktok​ #cat​ #cute​ #aiart​ #ai​ #poorcat​ #catlover​ #fyp,Ankit 👑,2025-09-11T03:45:00Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=DPq_GzN9hWU,26039903,0,51,"#catsoftiktok,#cat,#cute,#aiart,#ai,#poorcat,#catlover,#fyp,#top,#1million,#reels,#tiktok,#funny,#1m,#trend,#instagram,#shorts,#kitten,#wtf,#viral,#4,#relax,#spiderman,#philippines,#myanmar,#india,#mexico,#unitedstates,#cheating,#aicat,#cutecat,#4k,#catvelpictures,#cats,#catvel,#marvel",28
7,43mAAq1ErIY,"POV: You're fishing with your friends and a shark attacks one of them, he almost lost his life #ai",TREASURES OF THE OCEAN,2025-09-10T14:07:33Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=43mAAq1ErIY,16925694,42294,180,#ai,11
8,IO01m122p1o,She Love's The Touch ❤️ pt2 #viral #shorts #ai #aisareedivas,AI Saree Divas,2025-09-10T13:57:11Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=IO01m122p1o,15031647,42929,138,"#viral,#shorts,#ai,#aisareedivas",6
9,nrhrkDHdX9E,so cute HAHA ©️to the owner#ccto #eunwoo #ai  #youtube #youtubeshorts #trending #fypシ゚viral #astro,Eunwoocheee Fan 💫,2025-09-10T11:06:49Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=nrhrkDHdX9E,9092577,90321,1619,"#ccto,#eunwoo,#ai,#youtube,#youtubeshorts,#trending,#fyp,#astro",6
10,8-v2UNQWqhU,The soldier saved pilot from airplane disaster in air! #ai #army #ytshorts,ETC BackLol Facts,2025-09-13T13:30:09Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=8-v2UNQWqhU,8449799,0,24,"#ai,#army,#ytshorts",21
11,99nepSPkgfo,Phần 166: Capy và đám bạn nhảy hồ bơi #thientruongdaily #funny #ai #capybara,THIÊN TRƯỜNG DAILY,2025-09-11T10:33:38Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=99nepSPkgfo,7765613,24679,114,"#thientruongdaily,#funny,#ai,#capybara",8
12,Av45KO6wW4o,Real life Vs AI. Part 21,Jiemba Sands,2025-09-12T13:00:31Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=Av45KO6wW4o,7626841,187597,470,"#ai,#vs,#reallife",20
13,SLjMh8r9SMo,Husky Puppy's Clever Call for Help! 🐶👀 Mom Saved!...#ai #rescue #wildlife #animals,Catoo Mission,2025-09-10T17:27:16Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=SLjMh8r9SMo,6960510,15062,13,"#ai,#rescue,#wildlife,#animals",8
14,v5hIeXLZims,😢RUMI was rescued by Mira and Zoey after the incident. #ai #kpop #funny #shorst #kpopdemonhunters,CuteVibes ,2025-09-11T19:00:53Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=v5hIeXLZims,6921826,42146,15,"#ai,#kpop,#funny,#shorst,#kpopdemonhunters",20
15,U-WOsIR07Gs,The poor kitten and the Transformer Bumblebee save goldfish!#shorts #ai #cat#funny#cartoon#animation,kitten Storys,2025-09-11T07:30:13Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=U-WOsIR07Gs,6892188,41012,15,,13
16,wWxFQtQ6cZw,चिंटू ने पापा का कोल्डड्रिंक चुराया 🥵 | #viral #facts #shortvideo #ai,SHORTCUT RIXX,2025-09-12T13:12:44Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=wWxFQtQ6cZw,6693617,24767,1,"#viral,#facts,#shortvideo,#ai",8
17,Bl64UYjozwk,Indian IAS Officer Exposes Dowry Demand in a Wedding 💪❤️ #ai #ias #shorts,Genius Feed,2025-09-10T12:12:12Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=Bl64UYjozwk,6590408,0,52,"#ai,#ias,#shorts",54
18,CzLYvJPkF-Q,Indian woman soldier saved all the passengers in the plane 😭 #ai #army #airplane #save,ai short time ,2025-09-12T13:31:25Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=CzLYvJPkF-Q,6399423,63372,34,"#ai,#army,#airplane,#save",23
19,hcM-EnDI3O8,القطه مياو رمت بسبوس من الطياره... #cat  #animation  #ai  #funny  #funnyvideo,Meowverse,2025-09-11T11:47:36Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=hcM-EnDI3O8,6194975,89832,470,"#cat,#animation,#ai,#funny,#funnyvideo",56
20,EMVzz-k4oV0,AI Monkey vs Electric Hair Dryer #shorts,CrazyVers,2025-09-12T12:36:25Z,MX,videos,2025-09-17,https://www.youtube.com/watch?v=EMVzz-k4oV0,5723493,35903,9,"#ai,#shorts,#funnymonkey,#bathroomdisaster,#viral",37
1,RM9-6FfZdgg,Shocking! The poor kitten has the Transformer !#shorts  #cat  #ai  #story  #kitten #autobots,kitten Storys,2025-09-14T06:15:03Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=RM9-6FfZdgg,51418168,300107,106,,17
2,Kgnjwlgf32U,Indian Army officer Saved the Plane Passengers By Throwing the Unclaimed Bag#ai #army,kahani Buzz,2025-09-12T13:30:31Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=Kgnjwlgf32U,36949900,691492,736,"#ai,#army",32
3,9Ixo2EgTlRE,The soldier saved passengers from aeroplane mid-air crisis! #ai #army #ytshorts,ETC BackLol Facts,2025-09-12T13:30:09Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=9Ixo2EgTlRE,33010899,0,149,"#ai,#army,#ytshorts",20
4,DPq_GzN9hWU,बिल्लू का मिक्सी में बना जूस 🙀#catsoftiktok​ #cat​ #cute​ #aiart​ #ai​ #poorcat​ #catlover​ #fyp,Ankit 👑,2025-09-11T03:45:00Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=DPq_GzN9hWU,26039903,0,51,"#catsoftiktok,#cat,#cute,#aiart,#ai,#poorcat,#catlover,#fyp,#top,#1million,#reels,#tiktok,#funny,#1m,#trend,#instagram,#shorts,#kitten,#wtf,#viral,#4,#relax,#spiderman,#philippines,#myanmar,#india,#mexico,#unitedstates,#cheating,#aicat,#cutecat,#4k,#catvelpictures,#cats,#catvel,#marvel",28
5,43mAAq1ErIY,"POV: You're fishing with your friends and a shark attacks one of them, he almost lost his life #ai",TREASURES OF THE OCEAN,2025-09-10T14:07:33Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=43mAAq1ErIY,16925694,42288,180,#ai,11
6,IO01m122p1o,She Love's The Touch ❤️ pt2 #viral #shorts #ai #aisareedivas,AI Saree Divas,2025-09-10T13:57:11Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=IO01m122p1o,15031647,42928,138,"#viral,#shorts,#ai,#aisareedivas",6
7,nrhrkDHdX9E,so cute HAHA ©️to the owner#ccto #eunwoo #ai  #youtube #youtubeshorts #trending #fypシ゚viral #astro,Eunwoocheee Fan 💫,2025-09-10T11:06:49Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=nrhrkDHdX9E,9092577,90321,1619,"#ccto,#eunwoo,#ai,#youtube,#youtubeshorts,#trending,#fyp,#astro",6
8,8-v2UNQWqhU,The soldier saved pilot from airplane disaster in air! #ai #army #ytshorts,ETC BackLol Facts,2025-09-13T13:30:09Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=8-v2UNQWqhU,8449799,0,24,"#ai,#army,#ytshorts",21
9,99nepSPkgfo,Phần 166: Capy và đám bạn nhảy hồ bơi #thientruongdaily #funny #ai #capybara,THIÊN TRƯỜNG DAILY,2025-09-11T10:33:38Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=99nepSPkgfo,7765613,24680,114,"#thientruongdaily,#funny,#ai,#capybara",8
10,Av45KO6wW4o,Real life Vs AI. Part 21,Jiemba Sands,2025-09-12T13:00:31Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=Av45KO6wW4o,7626841,187597,470,"#ai,#vs,#reallife",20
11,SLjMh8r9SMo,Husky Puppy's Clever Call for Help! 🐶👀 Mom Saved!...#ai #rescue #wildlife #animals,Catoo Mission,2025-09-10T17:27:16Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=SLjMh8r9SMo,6960510,15063,13,"#ai,#rescue,#wildlife,#animals",8
12,v5hIeXLZims,😢RUMI was rescued by Mira and Zoey after the incident. #ai #kpop #funny #shorst #kpopdemonhunters,CuteVibes ,2025-09-11T19:00:53Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=v5hIeXLZims,6921826,42148,15,"#ai,#kpop,#funny,#shorst,#kpopdemonhunters",20
13,U-WOsIR07Gs,The poor kitten and the Transformer Bumblebee save goldfish!#shorts #ai #cat#funny#cartoon#animation,kitten Storys,2025-09-11T07:30:13Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=U-WOsIR07Gs,6892188,41012,15,,13
14,wWxFQtQ6cZw,चिंटू ने पापा का कोल्डड्रिंक चुराया 🥵 | #viral #facts #shortvideo #ai,SHORTCUT RIXX,2025-09-12T13:12:44Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=wWxFQtQ6cZw,6693617,24767,1,"#viral,#facts,#shortvideo,#ai",8
15,Bl64UYjozwk,Indian IAS Officer Exposes Dowry Demand in a Wedding 💪❤️ #ai #ias #shorts,Genius Feed,2025-09-10T12:12:12Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=Bl64UYjozwk,6590408,0,52,"#ai,#ias,#shorts",54
16,CzLYvJPkF-Q,Indian woman soldier saved all the passengers in the plane 😭 #ai #army #airplane #save,ai short time ,2025-09-12T13:31:25Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=CzLYvJPkF-Q,6436454,63387,34,"#ai,#army,#airplane,#save",23
17,hcM-EnDI3O8,القطه مياو رمت بسبوس من الطياره... #cat  #animation  #ai  #funny  #funnyvideo,Meowverse,2025-09-11T11:47:36Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=hcM-EnDI3O8,6194975,89831,470,"#cat,#animation,#ai,#funny,#funnyvideo",56
18,EMVzz-k4oV0,AI Monkey vs Electric Hair Dryer #shorts,CrazyVers,2025-09-12T12:36:25Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=EMVzz-k4oV0,5723493,35908,9,"#ai,#shorts,#funnymonkey,#bathroomdisaster,#viral",37
19,bxxtFn8wegs,Trending Instagram Viral Photo Editing | Google Gemini Viral Photo Editing | Ai photo Editing #ai​​,Manisha Editing 4u,2025-09-12T08:30:31Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=bxxtFn8wegs,5375784,54406,1815,"#ai,#aiphotoediting,#miniature,#miniaturemotorcycle,#miniaturecor,#chatgpt,#gemini,#photoediting,#viralphotoediting,#viralphotographyshorts,#howtoeditphotoinmobile,#howtoeditphotos,#aiart,#aiediting,#tutorial,#youtubeshorts,#youtubetutorial,#latest2025,#apnatech21,#tech,#tips,#bananaai,#geminiaiphoto,#photomagic,#aicreations,#shortsai,#dailyshorts,#techshorts,#newupdate,#aitransformation",50
20,6WCuBENCt4Y,திருமண நிலைமை #90skids #90sweddingstatusvideo #tamil #aivideo #ai #aibaby #babytalk #viralaivideos,  🌈 #90sKids nostalgia,2025-09-11T02:46:18Z,MX,shorts,2025-09-17,https://www.youtube.com/watch?v=6WCuBENCt4Y,4741716,32449,63,"#90skids,#90sweddingstatusvideo,#tamil,#aivideo,#ai,#aibaby,#babytalk,#viralaivideos",9